Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin_Country,Ingredients,Most_Memorable_Characteristics,continent,country_code,latitude,longitude
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero,Ecuador,"4- B,S,C,L","dry, spicy, fruity",South America,EC,-1.831239,-78.183406
Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero,Ecuador,"4- B,S,C,L","perfume, chemical off note",South America,EC,-1.831239,-78.183406
Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero,Ecuador,"4- B,S,C,L","crumbly, cinamon",South America,EC,-1.831239,-78.183406
Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero,Ecuador,"4- B,S,C,L","sweet, floral, yogurt",South America,EC,-1.831239,-78.183406
Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero,Ecuador,"4- B,S,C,L","sticky, sweet, grassy",South America,EC,-1.831239,-78.183406
Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero,Ecuador,"4- B,S,C,L","sandy, sweet, spicy",South America,EC,-1.831239,-78.183406
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,"3- B,S,C","mild smoke, melon",Oceania,PG,-6.314993,143.95555
Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,missing,Papua New Guinea,"3- B,S,C","tart, malt, mild smoke",Oceania,PG,-6.314993,143.95555
Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,missing,Guatemala,"3- B,S,C","woody, spicy, tobacco",Central America,GT,15.783471,-90.230759
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,missing,Costa Rica,"2- B,S","floral, earthy, acidic",Central America,CR,9.748917,-83.753428
Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,missing,Costa Rica,"2- B,S","acidic, astringent, spicy",Central America,CR,9.748917,-83.753428
Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,"2- B,S","fatty, woody, coffee",Central America,CR,9.748917,-83.753428
Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,"2- B,S","fatty, fruit, muted",Central America,CR,9.748917,-83.753428
Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,"3- B,S,C","sweet, marshmallow",South America,CO,4.570868,-74.297333
Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,"3- B,S,C","nutty, grain, late choco",South America,CO,4.570868,-74.297333
Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,"3- B,S,C","mild smoke, sweet edge",South America,CO,4.570868,-74.297333
Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,"3- B,S,C","overly sweet, mild spice",South America,CO,4.570868,-74.297333
Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,Unknown,missing,South America,CO,4.570868,-74.297333
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,United States of America,4.0,Trinitario,Belize,"3- B,S,C","bright fruit, molasses, nutty",Caribbean,BZ,17.189877,-88.49765
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,United States of America,3.5,Trinitario,Honduras,"3- B,S,C","roasty, black pepper, nutty",Central America,HN,15.199999,-86.241905
Castronovo,"Duarte, Batch 360",1570,2015,70.0,United States of America,3.75,Criollo,Dominican Republic,"3- B,S,C","med roast, grassy, dried fruit",Caribbean,DO,18.735693,-70.162651
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,United States of America,3.5,missing,Venezuela,"3- B,S,C","nutty, floral, roasty",South America,VE,6.42375,-66.58973
Castronovo,Sierra Nevada,1347,2014,72.0,United States of America,3.5,Criollo,Colombia,Unknown,missing,South America,CO,4.570868,-74.297333
Castronovo,Arauca,1371,2014,76.0,United States of America,3.5,Criollo,Colombia,Unknown,missing,South America,CO,4.570868,-74.297333
Castronovo,Elvesia P.,1407,2014,70.0,United States of America,2.75,Trinitario,Dominican Republic,"3- B,S,C","soapy, earthy",Caribbean,DO,18.735693,-70.162651
Castronovo,Bolivia,1101,2013,70.0,United States of America,3.0,Trinitario,Bolivia,Unknown,missing,South America,BO,-16.290154,-63.588653
Castronovo,Conacado,1101,2013,73.0,United States of America,3.5,Trinitario,Dominican Republic,Unknown,missing,Caribbean,DO,18.735693,-70.162651
Castronovo,San Martin,1105,2013,70.0,United States of America,2.5,Criollo,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,United States of America,3.25,missing,Venezuela,Unknown,missing,South America,VE,6.42375,-66.58973
Castronovo,Nicaragua,1109,2013,72.0,United States of America,3.25,Trinitario,Nicaragua,Unknown,missing,Central America,NI,12.865416,-85.207229
Castronovo,Tumbes,1153,2013,70.0,United States of America,2.75,Criollo,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Castronovo,Guaniamo,1153,2013,72.0,United States of America,3.0,missing,Venezuela,Unknown,missing,South America,VE,6.42375,-66.58973
Cello,Ecuador,1247,2014,70.0,United States of America,2.5,missing,Ecuador,"3- B,S,C","burnt rubber, leather",South America,EC,-1.831239,-78.183406
Cello,Peru,1247,2014,70.0,United States of America,2.75,missing,Peru,"3- B,S,C","mild fruit, off notes",South America,PE,-9.189967,-75.015152
Cello,Venezuela,1251,2014,70.0,United States of America,2.75,missing,Venezuela,"3- B,S,C","nutty, roasty, smokey",South America,VE,6.42375,-66.58973
Cello,Bolivia,1251,2014,70.0,United States of America,3.0,missing,Bolivia,"3- B,S,C","creamy, woody, slight cherry",South America,BO,-16.290154,-63.588653
Cemoi,Equateur,404,2009,72.0,France,2.75,missing,Ecuador,Unknown,"sticky, mild mint, bitter",South America,EC,-1.831239,-78.183406
Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,"3- B,S,C","sandy, roasty, coffee",Africa,UG,1.373333,32.290275
Charm School,Maya Mtn,1900,2016,70.0,United States of America,3.25,missing,Belize,"3- B,S,C","slightly metallic, woody, berry",Caribbean,BZ,17.189877,-88.49765
Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero,Ecuador,"3- B,S,C","very sweet, very spicey",South America,EC,-1.831239,-78.183406
Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero,Ecuador,"3- B,S,C","dry, sandy, cocoa",South America,EC,-1.831239,-78.183406
Chequessett,la Amistad,1235,2014,70.0,United States of America,3.5,missing,Costa Rica,"3- B,S,C","green, leafy",Central America,CR,9.748917,-83.753428
Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,missing,Unknown,Unknown,"cocoa, subtle peanut butter",Unknown,ZZ,0.0,0.0
Chocablog,Ecuador,1454,2015,70.0,England,3.25,missing,Ecuador,"3- B,S,C","floral, earthy",South America,EC,-1.831239,-78.183406
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,"2- B,S","bland, mild choco & leather",Caribbean,BZ,17.189877,-88.49765
Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,"2- B,S","powdery, bland, mild choco",Caribbean,BZ,17.189877,-88.49765
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,"2- B,S","roasty, sour milk, off note",Asia,VN,14.058324,108.277199
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,"2- B,S","high roast, banana raspberry",Asia,MY,4.210484,101.975766
Chocolarder,Peru,1482,2015,65.0,England,2.5,Criollo,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Chocolarder,Peru + nibs,1482,2015,65.0,England,2.75,Criollo,Peru,Unknown,missing,South America,PE,-9.189967,-75.015152
Chocolarder,Dominican Republic,1514,2015,80.0,England,2.5,missing,Dominican Republic,Unknown,missing,Caribbean,DO,18.735693,-70.162651
Chocola'te,Madagascar,647,2011,70.0,United States of America,3.75,Trinitario,Madagascar,"2- B,S","mild, fruity then nutty",Africa,MG,-18.766947,46.869107
Chocola'te,Venezuela,647,2011,68.0,United States of America,3.75,missing,Venezuela,"2- B,S","mild, earthy, grassy",South America,VE,6.42375,-66.58973
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,United States of America,2.5,missing,Peru,"2- B,Sw","sticky, bitter, molasses, tart",South America,PE,-9.189967,-75.015152
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,United States of America,2.5,missing,Unknown,"2- B,Sw","sticky, coconut, sour, bitter",Unknown,ZZ,0.0,0.0
Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,United States of America,2.5,missing,Bolivia,"2- B,S","gritty, molasses, earthy",South America,BO,-16.290154,-63.588653
Chocolate Con Amor,Uganda,1760,2016,70.0,United States of America,2.75,missing,Uganda,"2- B,S","roasty, cocoa, molasses",Africa,UG,1.373333,32.290275
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","sandy, rich, roasty, earthy",Caribbean,DO,18.735693,-70.162651
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","gritty, sweet, molasses",Caribbean,DO,18.735693,-70.162651
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","sandy, rich, roasty, earthy",Caribbean,DO,18.735693,-70.162651
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","gritty, sweet, molasses",Caribbean,DO,18.735693,-70.162651
Chocolate Con Amor,Ocumare,1764,2016,80.0,United States of America,3.0,Criollo,Venezuela,"2- B,S","gritty, nutty, caramel",South America,VE,6.42375,-66.58973
Chocolate Con Amor,Ecuador,1764,2016,70.0,United States of America,3.25,missing,Ecuador,"2- B,S","molasses, tart, floral",South America,EC,-1.831239,-78.183406
Chocolate Con Amor,Nicaragua,1768,2016,80.0,United States of America,2.75,missing,Nicaragua,"2- B,S","nutty, roasty, bitter",Central America,NI,12.865416,-85.207229
Chocolate Conspiracy,Peru,1259,2014,74.0,United States of America,2.75,missing,Peru,"3- B,Sw,C","unrefined, odd, vegetal",South America,PE,-9.189967,-75.015152
Chocolate Makers,Tres Hombres,1530,2015,75.0,Netherlands,3.25,Trinitario,Dominican Republic,"3- B,S,C","earthy, coffee, mild, tang",Caribbean,DO,18.735693,-70.162651
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Netherlands,3.5,Forastero,Republic of Congo,"3- B,S,C","bold, rich cocoa, coffee",Africa,CG,-0.228021,15.827659
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Netherlands,3.75,Criollo,Peru,"3- B,S,C","nuts, coffee, peanut butter",South America,PE,-9.189967,-75.015152
"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero,Peru,"3- B,S,C","floral, orange, cocoa",South America,PE,-9.189967,-75.015152
"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,"2- B,S","mild bitter, fruit, spice",South America,VE,6.42375,-66.58973
"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero,Peru,"2- B,S","intense orange, floral notes",South America,PE,-9.189967,-75.015152
"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero,Ecuador,"3- B,S,C","sandy, fruity, burnt",South America,EC,-1.831239,-78.183406
"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,"3- B,S,C","sandy, sweet, cocoa",South America,PE,-9.189967,-75.015152
"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,"3- B,S,C","tart, bright fruit, sour coffee",Africa,MG,-18.766947,46.869107
Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,"4- B,S,C,V","fatty, vanilla, mass market",North America,MX,23.634501,-102.552784
ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,Unknown,"coarse, vegetal, nibby",South America,VE,6.42375,-66.58973
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,missing,Mexico,Unknown,"rustic,sweet, brownie, banana",North America,MX,23.634501,-102.552784
Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,"4- B,S,C,L","earthy, sweet",North America,MX,23.634501,-102.552784
Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,"4- B,S,C,L","spicey, cocoa",Africa,MG,-18.766947,46.869107
Chocovic,Kendari,439,2009,60.0,Spain,3.25,missing,Unknown,"4- B,S,C,L","chewy, fudge-like, perfume",Unknown,ZZ,0.0,0.0
Chocovic,Tarakan,439,2009,75.0,Spain,3.25,missing,Unknown,"4- B,S,C,L","oily, grassy, minty",Unknown,ZZ,0.0,0.0
Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,"4- B,S,C,L","long lasting, cocoa base",South America,VE,6.42375,-66.58973
Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero,Ecuador,"4- B,S,C,L","earthy, floral, mild bitter",South America,EC,-1.831239,-78.183406
Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,"4- B,S,C,L","sweet, cardboard",Caribbean,GD,12.262776,-61.604171
Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,Unknown,"4- B,S,C,L","sweet, marshmallow",Unknown,ZZ,0.0,0.0
Chocovivo,Tabasco,1522,2015,65.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","gritty, mild bitter, off notes",North America,MX,23.634501,-102.552784
Chocovivo,Tabasco,1522,2015,65.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","coarse, sweet, sour, leathery",North America,MX,23.634501,-102.552784
Chocovivo,Tabasco,1522,2015,75.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","gritty, mild bitter, off notes",North America,MX,23.634501,-102.552784
Chocovivo,Tabasco,1522,2015,75.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","coarse, sweet, sour, leathery",North America,MX,23.634501,-102.552784
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,"4- B,S,C,V","dry, ashey, medicinal",South America,VE,6.42375,-66.58973
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,"4- B,S,C,V","slow, fatty, subdued, nutty",South America,VE,6.42375,-66.58973
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,"4- B,S,C,V","fatty, cigarette butt, coffee",North America,MX,23.634501,-102.552784
Choklat,Brazilian,377,2009,70.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","roasty, tart, slight burnt",South America,BR,-14.235004,-51.92528
Choklat,Brazilian,377,2009,70.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","oily, muted, fruity",South America,BR,-14.235004,-51.92528
Choklat,Brazilian,377,2009,80.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","roasty, tart, slight burnt",South America,BR,-14.235004,-51.92528
Choklat,Brazilian,377,2009,80.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","oily, muted, fruity",South America,BR,-14.235004,-51.92528
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,"4- B,S,C,V","dry, ashey, medicinal",South America,VE,6.42375,-66.58973
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,"4- B,S,C,V","slow, fatty, subdued, nutty",South America,VE,6.42375,-66.58973
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,missing,Martinique,"4- B,S,V,L","gritty, sweet, hot cocoa",Caribbean,MQ,14.641528,-61.024174
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,missing,Mexico,"3- B,S,C","grainy, sweet, whole bean",North America,MX,23.634501,-102.552784
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero,Peru,Unknown,"oily, citrus, orange",South America,PE,-9.189967,-75.015152
Chuao Chocolatier,Choroni,445,2009,61.0,United States of America,3.0,Criollo,Venezuela,"5- B,S,C,V,L","sweet, peanut butter",South America,VE,6.42375,-66.58973
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States of America,2.75,Trinitario,Venezuela,"3- B,S,C","red berry, bitter, roasty, sour",South America,VE,6.42375,-66.58973
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States of America,2.75,Trinitario,Venezuela,"4- B,S,C,L","nutty, red berry, rich",South America,VE,6.42375,-66.58973
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome & Principe,"3- B,S,C","bitter, light lime, sour",Africa,ST,0.18636,6.613081
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome & Principe,Unknown,missing,Africa,ST,0.18636,6.613081
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome & Principe,Unknown,missing,Africa,ST,0.18636,6.613081
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,United States of America,3.5,missing,Ecuador,Unknown,missing,South America,EC,-1.831239,-78.183406
Coleman & Davis,Sambirano,1646,2015,75.0,United States of America,3.0,Trinitario,Madagascar,"4- B,S,C,V","berry, spices, smoke",Africa,MG,-18.766947,46.869107
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,missing,Venezuela,Unknown,cocoa then roasted nut,South America,VE,6.42375,-66.58973
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,Unknown,"very sour, mildly bitter",South America,VE,6.42375,-66.58973
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,missing,Bolivia,Unknown,"dry, coffee, sour",South America,BO,-16.290154,-63.588653
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,Unknown,"minty, nutty, nutmeg",South America,VE,6.42375,-66.58973
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero,Ecuador,Unknown,"slightly burnt, mildly bitter",South America,EC,-1.831239,-78.183406
Condor,Camino Verde,1630,2015,76.0,United States of America,3.5,missing,Ecuador,"2- B,S","bold, roasty, sticky, brownie",South America,EC,-1.831239,-78.183406
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,United States of America,2.75,Trinitario,Vietnam,"2- B,S","woody, nutty, off sour note",Asia,VN,14.058324,108.277199
Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero,Ecuador,"4- B,S,C,L","oily, fragrant, spciy",South America,EC,-1.831239,-78.183406
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,"3- B,S,C","silky, minty",Africa,GH,7.946527,-1.023194
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,missing,Ecuador,Unknown,high intensity bitter,South America,EC,-1.831239,-78.183406
Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,Sao Tome & Principe,Unknown,missing,Africa,ST,0.18636,6.613081
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,"3- B,S,C","sandy, sweet, tart red berry",Africa,MG,-18.766947,46.869107
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,"3- B,S,C","gritty, sticky, candied",Africa,MG,-18.766947,46.869107
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,"3- B,S,C",coffee and cocoa,Caribbean,GD,12.262776,-61.604171
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,"3- B,S,C","fruity, bland",South America,VE,6.42375,-66.58973
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,"5- B,S,C,V,L","strong vanilla, nutty, spicey",South America,VE,6.42375,-66.58973
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,"3- B,S,C","harsh aroma, melon floral,off",South America,EC,-1.831239,-78.183406
Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad Tobago,"3- B,S,C","dry, spicy, woody",Caribbean,TT,10.691803,-61.222503
Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,"3- B,S,C","oily, fatty, rum",Caribbean,JM,18.109581,-77.297508
Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo,Venezuela,"3- B,S,C","oily, coffee",South America,VE,6.42375,-66.58973
Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,"3- B,S,C","creamy, buttery, non descript",South America,PE,-9.189967,-75.015152
Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,"3- B,S,C","woodsy, nutty",South America,PE,-9.189967,-75.015152
Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,Criollo,Venezuela,"3- B,S,C","slow, less intense berry, nutty",South America,VE,6.42375,-66.58973
Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,Criollo,Venezuela,"3- B,S,C","dark berry, winey",South America,VE,6.42375,-66.58973
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,"3- B,S,C","intense, tangy, berry, sour",North America,MX,23.634501,-102.552784
Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo,Venezuela,"3- B,S,C","lemon, sour, slight metallic",South America,VE,6.42375,-66.58973
Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,"3- B,S,C","creamy, woodsy, cocoa",Africa,MG,-18.766947,46.869107
Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,missing,Unknown,Unknown,this is not chocolate,Unknown,ZZ,0.0,0.0
Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,Unknown,missing,Oceania,PG,-6.314993,143.95555
Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,"3- B,S,C",banana nut,Oceania,VU,-15.376706,166.959158
Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,"3- B,S,C","spice, roasty, off fatty note",Africa,TZ,-6.369028,34.888822
Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,"3- B,S,C","sandy, sweet, smokey",South America,BR,-14.235004,-51.92528
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,"3- B,S,C","acidic, sweet, cucumber",Oceania,FJ,-16.578193,179.414413
Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,Unknown,missing,Oceania,VU,-15.376706,166.959158
Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,Unknown,missing,Oceania,PG,-6.314993,143.95555
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,United States of America,3.25,Forastero,Ecuador,"3- B,S,C","oily, mild bitter, nutty, fruit",South America,EC,-1.831239,-78.183406
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,United States of America,3.25,Forastero,Ecuador,"3- B,S,C","creamy, complex, fruity",South America,EC,-1.831239,-78.183406
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,United States of America,3.75,Forastero,Ecuador,"3- B,S,C","oily, mild bitter, nutty, fruit",South America,EC,-1.831239,-78.183406
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,United States of America,3.75,Forastero,Ecuador,"3- B,S,C","creamy, complex, fruity",South America,EC,-1.831239,-78.183406
Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,missing,Australia,"3- B,S,C","sandy, candy like vanilla, off",Oceania,AU,-25.274398,133.775136
Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,missing,Australia,"5- B,S,C,V,L","vanilla, banana, citrus",Oceania,AU,-25.274398,133.775136
Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,United States of America,2.75,missing,Dominican Republic,"2- B,S","hammy, sour, astringent",Caribbean,DO,18.735693,-70.162651
Damson,Robson Estate,1610,2015,70.0,England,3.0,Trinitario,Trinidad Tobago,"3- B,S,C","floral, sour, synthetic, off",Caribbean,TT,10.691803,-61.222503
Damson,Los Rios,1610,2015,70.0,England,3.5,missing,Ecuador,"3- B,S,C","floral, banana",South America,EC,-1.831239,-78.183406
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,England,2.25,missing,Grenada,"3- B,S,C","off, pungent, intense",Caribbean,GD,12.262776,-61.604171
Damson,O'Payo,1666,2015,70.0,England,2.75,missing,Nicaragua,"3- B,S,C","oily, grapes, pungent",Central America,NI,12.865416,-85.207229
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,United States of America,3.75,missing,Unknown,"2- B,S","cherry, rich choco",Unknown,ZZ,0.0,0.0
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,United States of America,3.0,Trinitario,Belize,"2- B,S","intense, roasty, coffee, raisin",Caribbean,BZ,17.189877,-88.49765
Dandelion,Maya Mountain,1219,2014,70.0,United States of America,3.5,Trinitario,Belize,"2- B,S","heavy roast, blackberry",Caribbean,BZ,17.189877,-88.49765
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,United States of America,3.5,missing,Ecuador,"2- B,S","gummy, nutty, bourbon",South America,EC,-1.831239,-78.183406
Dandelion,Buto,1303,2014,70.0,United States of America,2.75,missing,Liberia,"2- B,S","roasty, spicy, nutty",Africa,LR,6.428055,-9.429499
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","cherry, rich choco",Caribbean,DO,18.735693,-70.162651
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,United States of America,2.75,missing,Venezuela,Unknown,missing,South America,VE,6.42375,-66.58973
Dandelion,Patanemo,1026,2013,70.0,United States of America,3.25,missing,Venezuela,Unknown,missing,South America,VE,6.42375,-66.58973
Dandelion,"Mantuano, 2012",1085,2013,70.0,United States of America,3.5,missing,Venezuela,Unknown,missing,South America,VE,6.42375,-66.58973
Dandelion,Papua New Guinea,1153,2013,70.0,United States of America,3.5,missing,Papua New Guinea,Unknown,missing,Oceania,PG,-6.314993,143.95555
Dandelion,Upala,805,2012,70.0,United States of America,3.0,missing,Costa Rica,"2- B,S","dried fruit, tannic",Central America,CR,9.748917,-83.753428
Dandelion,Colombian,805,2012,70.0,United States of America,3.25,missing,Colombia,"2- B,S","grassy, green, candy spice",South America,CO,4.570868,-74.297333
Dandelion,"Elvesia, 2011",915,2012,70.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","spicy, fudgey",Caribbean,DO,18.735693,-70.162651
