Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin_Country,Ingredients,Most_Memorable_Characteristics,continent
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,"4- B,S,C,V","dry, ashey, medicinal",South America
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,"4- B,S,C,V","slow, fatty, subdued, nutty",South America
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,"4- B,S,C,V","fatty, cigarette butt, coffee",North America
Choklat,Brazilian,377,2009,70.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","roasty, tart, slight burnt",South America
Choklat,Brazilian,377,2009,70.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","oily, muted, fruity",South America
Choklat,Brazilian,377,2009,80.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","roasty, tart, slight burnt",South America
Choklat,Brazilian,377,2009,80.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","oily, muted, fruity",South America
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,"4- B,S,C,V","dry, ashey, medicinal",South America
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,"4- B,S,C,V","slow, fatty, subdued, nutty",South America
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,missing,Martinique,"4- B,S,V,L","gritty, sweet, hot cocoa",Caribbean
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,missing,Mexico,"3- B,S,C","grainy, sweet, whole bean",North America
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero,Peru,Unknown,"oily, citrus, orange",South America
Chuao Chocolatier,Choroni,445,2009,61.0,United States of America,3.0,Criollo,Venezuela,"5- B,S,C,V,L","sweet, peanut butter",South America
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States of America,2.75,Trinitario,Venezuela,"3- B,S,C","red berry, bitter, roasty, sour",South America
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States of America,2.75,Trinitario,Venezuela,"4- B,S,C,L","nutty, red berry, rich",South America
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome & Principe,"3- B,S,C","bitter, light lime, sour",Africa
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome & Principe,Unknown,missing,Africa
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome & Principe,Unknown,missing,Africa
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,United States of America,3.5,missing,Ecuador,Unknown,missing,South America
Coleman & Davis,Sambirano,1646,2015,75.0,United States of America,3.0,Trinitario,Madagascar,"4- B,S,C,V","berry, spices, smoke",Africa
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,missing,Venezuela,Unknown,cocoa then roasted nut,South America
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,Unknown,"very sour, mildly bitter",South America
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,missing,Bolivia,Unknown,"dry, coffee, sour",South America
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,Unknown,"minty, nutty, nutmeg",South America
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero,Ecuador,Unknown,"slightly burnt, mildly bitter",South America
Condor,Camino Verde,1630,2015,76.0,United States of America,3.5,missing,Ecuador,"2- B,S","bold, roasty, sticky, brownie",South America
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,United States of America,2.75,Trinitario,Vietnam,"2- B,S","woody, nutty, off sour note",Asia
Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero,Ecuador,"4- B,S,C,L","oily, fragrant, spciy",South America
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,"3- B,S,C","silky, minty",Africa
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,missing,Ecuador,Unknown,high intensity bitter,South America
Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,Sao Tome & Principe,Unknown,missing,Africa
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,"3- B,S,C","sandy, sweet, tart red berry",Africa
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,"3- B,S,C","gritty, sticky, candied",Africa
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,"3- B,S,C",coffee and cocoa,Caribbean
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,"3- B,S,C","fruity, bland",South America
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,"5- B,S,C,V,L","strong vanilla, nutty, spicey",South America
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,"3- B,S,C","harsh aroma, melon floral,off",South America
Coppeneur,Trinidad,558,2010,72.0,Germany,3.0,Trinitario,Trinidad Tobago,"3- B,S,C","dry, spicy, woody",Caribbean
Coppeneur,Jamaica,558,2010,72.0,Germany,3.25,Trinitario,Jamaica,"3- B,S,C","oily, fatty, rum",Caribbean
Coppeneur,Ocumare 61,558,2010,72.0,Germany,3.25,Criollo,Venezuela,"3- B,S,C","oily, coffee",South America
Coppeneur,"Porcelana, Apotequil",341,2009,72.0,Germany,3.0,Criollo,Peru,"3- B,S,C","creamy, buttery, non descript",South America
Coppeneur,"Porcelana, Apotequil",445,2009,62.0,Germany,3.25,Criollo,Peru,"3- B,S,C","woodsy, nutty",South America
Coppeneur,Chuao 100hr,451,2009,70.0,Germany,3.5,Criollo,Venezuela,"3- B,S,C","slow, less intense berry, nutty",South America
Coppeneur,Chuao 70hr,451,2009,70.0,Germany,3.75,Criollo,Venezuela,"3- B,S,C","dark berry, winey",South America
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72.0,Germany,3.0,Criollo,Mexico,"3- B,S,C","intense, tangy, berry, sour",North America
Coppeneur,"Porcelana, Venezuela",220,2008,72.0,Germany,3.0,Criollo,Venezuela,"3- B,S,C","lemon, sour, slight metallic",South America
Coppeneur,"Sambirano, Menava P.",196,2007,72.0,Germany,3.0,Trinitario,Madagascar,"3- B,S,C","creamy, woodsy, cocoa",Africa
Cote d' Or (Kraft),Sensations Intense,48,2006,70.0,Belgium,1.0,missing,Unknown,Unknown,this is not chocolate,Unknown
Cravve,New Ireland,1283,2014,70.0,Australia,2.5,Forastero,Papua New Guinea,Unknown,missing,Oceania
Cravve,"Vanuatu, batch 2410",1335,2014,83.0,Australia,2.75,Trinitario,Vanuatu,"3- B,S,C",banana nut,Oceania
Cravve,"Tanzania, batch a1",971,2012,75.0,Australia,3.25,Forastero,Tanzania,"3- B,S,C","spice, roasty, off fatty note",Africa
Cravve,"Bahia, batch a1213",975,2012,65.0,Australia,3.25,Trinitario,Brazil,"3- B,S,C","sandy, sweet, smokey",South America
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67.0,Australia,3.25,Trinitario,Fiji,"3- B,S,C","acidic, sweet, cucumber",Oceania
Cravve,Vanuatu,975,2012,64.0,Australia,3.25,Trinitario,Vanuatu,Unknown,missing,Oceania
Cravve,Djual Island,975,2012,75.0,Australia,3.5,Forastero,Papua New Guinea,Unknown,missing,Oceania
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,United States of America,3.25,Forastero,Ecuador,"3- B,S,C","oily, mild bitter, nutty, fruit",South America
Creo,"""heirloom"", Arriba Nacional",1736,2016,85.0,United States of America,3.25,Forastero,Ecuador,"3- B,S,C","creamy, complex, fruity",South America
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,United States of America,3.75,Forastero,Ecuador,"3- B,S,C","oily, mild bitter, nutty, fruit",South America
Creo,"""heirloom"", Arriba Nacional",1736,2016,73.0,United States of America,3.75,Forastero,Ecuador,"3- B,S,C","creamy, complex, fruity",South America
Daintree,Goodman Estate,1654,2015,70.0,Australia,2.75,missing,Australia,"3- B,S,C","sandy, candy like vanilla, off",Oceania
Daintree,"Daintree Estates, N. Queensland",785,2011,70.0,Australia,3.25,missing,Australia,"5- B,S,C,V,L","vanilla, banana, citrus",Oceania
Dalloway,"Dominican Republic, batch 7",1928,2017,72.0,United States of America,2.75,missing,Dominican Republic,"2- B,S","hammy, sour, astringent",Caribbean
Damson,Robson Estate,1610,2015,70.0,England,3.0,Trinitario,Trinidad Tobago,"3- B,S,C","floral, sour, synthetic, off",Caribbean
Damson,Los Rios,1610,2015,70.0,England,3.5,missing,Ecuador,"3- B,S,C","floral, banana",South America
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70.0,England,2.25,missing,Grenada,"3- B,S,C","off, pungent, intense",Caribbean
Damson,O'Payo,1666,2015,70.0,England,2.75,missing,Nicaragua,"3- B,S,C","oily, grapes, pungent",Central America
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70.0,United States of America,3.75,missing,Unknown,"2- B,S","cherry, rich choco",Unknown
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70.0,United States of America,3.0,Trinitario,Belize,"2- B,S","intense, roasty, coffee, raisin",Caribbean
Dandelion,Maya Mountain,1219,2014,70.0,United States of America,3.5,Trinitario,Belize,"2- B,S","heavy roast, blackberry",Caribbean
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70.0,United States of America,3.5,missing,Ecuador,"2- B,S","gummy, nutty, bourbon",South America
Dandelion,Buto,1303,2014,70.0,United States of America,2.75,missing,Liberia,"2- B,S","roasty, spicy, nutty",Africa
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","cherry, rich choco",Caribbean
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70.0,United States of America,2.75,missing,Venezuela,Unknown,missing,South America
Dandelion,Patanemo,1026,2013,70.0,United States of America,3.25,missing,Venezuela,Unknown,missing,South America
Dandelion,"Mantuano, 2012",1085,2013,70.0,United States of America,3.5,missing,Venezuela,Unknown,missing,South America
Dandelion,Papua New Guinea,1153,2013,70.0,United States of America,3.5,missing,Papua New Guinea,Unknown,missing,Oceania
Dandelion,Upala,805,2012,70.0,United States of America,3.0,missing,Costa Rica,"2- B,S","dried fruit, tannic",Central America
Dandelion,Colombian,805,2012,70.0,United States of America,3.25,missing,Colombia,"2- B,S","grassy, green, candy spice",South America
Dandelion,"Elvesia, 2011",915,2012,70.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","spicy, fudgey",Caribbean
Dandelion,Dominican Republic,654,2011,70.0,United States of America,3.25,missing,Dominican Republic,"2- B,S","grassy, fruity, brownie",Caribbean
Dandelion,Madagascar,654,2011,70.0,United States of America,3.25,Trinitario,Madagascar,"2- B,S","brownie, red berry",Africa
Dandelion,Tanzania,654,2011,70.0,United States of America,3.25,missing,Tanzania,"2- B,S",cocoa flavor dominates,Africa
Danta,Los Ujuxtes,1223,2014,82.0,Guatemala,3.25,missing,Guatemala,"4- B,S,C,V","fatty, sunflower, peanutbutter",Central America
Danta,Chuao,987,2012,75.0,Guatemala,3.0,Trinitario,Venezuela,"4- B,S,C,V","gummy, fatty, caramel",South America
Danta,Los Ujuxtes,987,2012,70.0,Guatemala,3.75,missing,Guatemala,"2- B,S",spicy,Central America
Danta,Sambirano,987,2012,70.0,Guatemala,3.75,Trinitario,Madagascar,"2- B,S","oily, toffee, hints of fruit",Africa
Danta,Las Acacias E.,987,2012,70.0,Guatemala,4.0,Criollo,Guatemala,"2- B,S","sweet spice, floral",Central America
Danta,"Oscuro, Finca Chimelb",991,2012,70.0,Guatemala,3.25,missing,Guatemala,"2- B,S","nutty, ashey, spicy pepper",Central America
Danta,Los Ujuxtes,661,2011,60.0,Guatemala,3.5,missing,Guatemala,"4- B,S,C,V","oily, dried fruit, vanilla",Central America
Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,"4- B,S,C,V","dark woody, plum, astringent",Central America
Danta,Las Acacias E.,423,2009,75.0,Guatemala,3.0,Criollo,Guatemala,"4- B,S,C,V","wood, holiday spice, soap",Central America
Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,"4- B,S,C,V","dark woody, plum, astringent",Central America
Danta,Las Acacias E.,423,2009,60.0,Guatemala,3.25,Criollo,Guatemala,"4- B,S,C,V","wood, holiday spice, soap",Central America
DAR,"Venezuela, batch 122",1920,2016,72.0,United States of America,2.75,missing,Venezuela,"2- B,S","nut, tobacco, burnt, off notes",South America
DAR,Vietnam,1920,2016,72.0,United States of America,3.0,Trinitario,Vietnam,"2- B,S","raisins, astringent",Asia
DAR,"DUO, batch 002",1920,2016,70.0,United States of America,3.25,missing,Ecuador,Unknown,missing,South America
Dark Forest,Bolivia,1708,2016,75.0,United States of America,3.25,missing,Bolivia,"3- B,S,C","mild cherry, fatty",South America
Dark Forest,Madagascar,1550,2015,70.0,United States of America,3.0,Trinitario,Madagascar,"3- B,S,C","sweet, strong sour, acidic",Africa
Dark Forest,Ocumare,1550,2015,70.0,United States of America,3.25,missing,Venezuela,"3- B,S,C","roasty, nutty, sweet",South America
Dark Forest,Tanzania,1554,2015,70.0,United States of America,3.0,missing,Tanzania,"3- B,S,C","intense, sweet, brownie",Africa
Dark Forest,Ecuador,1554,2015,70.0,United States of America,3.25,missing,Ecuador,"3- B,S,C","bold, floral, rum",South America
Davis,Ghana,1093,2013,70.0,United States of America,2.5,Forastero,Ghana,"4- B,S,C,L","vanilla, fatty, basic cocoa",Africa
Davis,Rainforest,1093,2013,70.0,United States of America,2.75,missing,Dominican Republic,"4- B,S,C,L","chalky, vanilla, caramel",Caribbean
Davis,Venezuela,1093,2013,70.0,United States of America,2.75,missing,Venezuela,"4- B,S,C,L","fatty, powdery, nut, sl. Burnt",South America
Davis,West Africa,907,2012,58.0,United States of America,3.25,Forastero,Other,"4- B,S,C,L","nice melt, odd rubber notes",Africa
De Mendes,"Nativo, Varzea",1462,2015,72.0,Brazil,3.5,missing,Brazil,"3- B,S,C","texture issues, brownie",South America
De Mendes,"Selvagem, Jari",1462,2015,65.0,Brazil,3.5,missing,Brazil,"3- B,S,C","one dimensional, brownie",South America
De Villiers,Bundibugyo District,1832,2016,70.0,South Africa,2.5,Forastero,Uganda,"3- B,S,C","high roast, intense, fatty",Africa
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70.0,South Africa,3.0,missing,Madagascar,"3- B,S,C","high roast, fruit",Africa
Dean and Deluca (Belcolade),Madagascar,170,2007,66.0,United States of America,2.5,Trinitario,Madagascar,"4- B,S,C,V","sandy, cloying, rich cocoa",Africa
Dean and Deluca (Belcolade),Costa Rica,175,2007,64.0,United States of America,3.0,missing,Costa Rica,"4- B,S,C,V","dark coffee, cocoa",Central America
Dean and Deluca (Belcolade),Ecuador,175,2007,71.0,United States of America,3.0,missing,Ecuador,"4- B,S,C,V","cinamon, nutmeg, coffee",South America
Dean and Deluca (Belcolade),Ghana,175,2007,60.0,United States of America,3.0,Forastero,Ghana,"4- B,S,C,V","nutty, simple, sweet",Africa
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64.0,United States of America,3.0,missing,Papua New Guinea,"4- B,S,C,V","waxy, tobacco, smokey",Oceania
Dean and Deluca (Belcolade),Peru,180,2007,64.0,United States of America,3.0,missing,Peru,"4- B,S,C,V","mild mint, basic cocoa",South America
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64.0,France,3.0,missing,Papua New Guinea,"4- B,S,C,V","smokey,chalky,berry,caramel",Oceania
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66.0,France,3.75,missing,Venezuela,"4- B,S,C,V","fatty, rich cocoa, roasty",South America
Desbarres,"Kilombero, batch 41",1916,2016,72.0,Canada,2.5,missing,Tanzania,"2- B,S","vanilla, chemical, rubber",Africa
DeVries,Bolivian,241,2008,80.0,United States of America,2.75,missing,Bolivia,"2- B,S","intense fruit, bitter ending",South America
DeVries,Costa Rica,166,2007,77.0,United States of America,3.5,Trinitario,Costa Rica,"2- B,S","red berry, lingering coffee",Central America
DeVries,Dominican Republic,166,2007,77.0,United States of America,3.5,missing,Dominican Republic,"2- B,S","sticky, woodsy, rum",Caribbean
Dick Taylor,Lanquin Estate,1952,2017,70.0,United States of America,3.75,missing,Guatemala,"2- B,S","blackberry, raisns",Central America
Dick Taylor,Tien Giang,1864,2016,78.0,United States of America,3.5,Trinitario,Vietnam,"2- B,S","tropical berry, intense",Asia
Dick Taylor,Tien Giang,1864,2016,78.0,United States of America,3.5,Trinitario,Vietnam,"3- B,S,C","creamy, molasses, off note",Asia
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70.0,United States of America,3.75,missing,Bolivia,"2- B,S","sticky, rich, cherry",South America
Dick Taylor,Elvesia,1235,2014,74.0,United States of America,3.5,missing,Dominican Republic,"2- B,S","mild fruit and spice, roasty",Caribbean
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70.0,United States of America,3.25,missing,Ecuador,"2- B,S","oily, black pepper, roasty",South America
Dick Taylor,Camino Verde,1193,2013,76.0,United States of America,3.5,missing,Ecuador,"2- B,S","butter, floral, rum",South America
Dick Taylor,Bolivia,895,2012,75.0,United States of America,2.75,missing,Bolivia,"2- B,S","dry, mint, medicinal",South America
Dick Taylor,Belize,955,2012,72.0,United States of America,2.75,Trinitario,Belize,Unknown,missing,Caribbean
Dick Taylor,Sambirano,661,2011,80.0,United States of America,2.75,Trinitario,Madagascar,"2- B,S","sandy, flat, hint of berry",Africa
Dick Taylor,Sambirano,661,2011,72.0,United States of America,3.0,Trinitario,Madagascar,"2- B,S","sandy, flat, hint of berry",Africa
Dick Taylor,Mantuano,682,2011,75.0,United States of America,2.75,Criollo,Venezuela,"2- B,S","sticky, very roasty, nutty",South America
Dick Taylor,La Red,769,2011,74.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","earthy, tart, sour",Caribbean
Dick Taylor,La Red,769,2011,74.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","brownie, fruit, fudge",Caribbean
Dick Taylor,Ecuador,769,2011,70.0,United States of America,3.25,missing,Ecuador,"2- B,S","grassy, tea, late sour",South America
Doble & Bignall,Puerto Cabello,1688,2015,85.0,England,3.0,missing,Venezuela,"3- B,S,C","intense, spicy, floral",South America
Doble & Bignall,"Panama, Raven",1371,2014,72.0,England,3.25,missing,Panama,"3- B,S,C","mild cherry, earthy",Central America
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72.0,England,3.25,Trinitario,Venezuela,"3- B,S,C","fatty, rasin, nutty",South America
Doble & Bignall,Johe,1407,2014,72.0,England,3.5,Criollo,Nicaragua,"3- B,S,C","nutty, caramel, toffee",Central America
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70.0,United States of America,3.75,missing,United States,Unknown,missing,North America
Dolfin (Belcolade),Africa,304,2008,88.0,Belgium,3.0,Forastero,Other,Unknown,missing,Africa
Dolfin (Belcolade),Noir,63,2006,70.0,Belgium,1.5,missing,Unknown,"3- B,S,L","acidic, astringent, unpleasant",Unknown
Domori,Hacienda Victoria,1672,2015,70.0,Italy,3.75,missing,Ecuador,"2- B,S","floral, well developed, creamy",South America
Domori,Ocumare 77,1672,2015,70.0,Italy,3.75,Criollo,Venezuela,"2- B,S","nutty, strawberry, creamy",South America
Domori,"IL100, H. San Jose",1109,2013,100.0,Italy,3.0,Criollo,Venezuela,Unknown,missing,South America
Domori,Morogoro,863,2012,70.0,Italy,3.5,missing,Tanzania,"2- B,S","sticky, nutty",Africa
Domori,Guasare,863,2012,70.0,Italy,3.75,Criollo,Venezuela,"2- B,S","creamy, coffee, caramel",South America
Domori,"Canoabo, Hacienda San Jose",693,2011,70.0,Italy,3.5,Criollo,Venezuela,"2- B,S","smooth, intense, smoke, nut",South America
Domori,"Chuao, Hacienda San Jose",470,2010,70.0,Italy,3.0,Trinitario,Venezuela,"2- B,S","subtle, caramel, sour milk",South America
Domori,"Carupano, H. San Jose",227,2008,70.0,Italy,3.0,Trinitario,Venezuela,"2- B,S","cucumber, hot spices",South America
Domori,Teyuna,272,2008,70.0,Italy,3.0,missing,Colombia,"2- B,S","creamy, woody, earthy",South America
Domori,Blend No. 1,272,2008,78.0,Italy,3.5,Blend,Unknown,"2- B,S","sticky, grassy, coffee",Unknown
Domori,Ilblend,272,2008,70.0,Italy,3.75,Blend,Unknown,"2- B,S","sticky, olive",Unknown
Domori,Porcelana,111,2007,70.0,Italy,4.0,Criollo,Venezuela,"2- B,S","creamy, complex, coffee",South America
Domori,"Ocumare 61, Puertomar",129,2007,75.0,Italy,3.25,Criollo,Venezuela,"2- B,S","sticky, smoke, ham, earthy",South America
Domori,Granella,135,2007,60.0,Italy,3.25,Trinitario,Venezuela,"2- B,S","mild spice, licorice",South America
Domori,Madagascar,135,2007,70.0,Italy,3.5,Trinitario,Madagascar,"2- B,S","fruity, basic cocoa",Africa
Domori,Madagared,192,2007,70.0,Italy,3.5,Criollo,Madagascar,"2- B,S","smooth, banana, cocoa",Africa
Domori,"Java, Javablond",192,2007,70.0,Italy,3.75,Criollo,Indonesia,"2- B,S","creamy, smokey, tobacco",Asia
Domori,Ecuador,192,2007,70.0,Italy,4.0,Forastero,Ecuador,"2- B,S","creamy, nuts, woody, cocoa",South America
Domori,"Ocumare 67, Puertofino",192,2007,70.0,Italy,4.0,Criollo,Venezuela,"2- B,S","creamy, mint, tobacco, olive",South America
Domori,Sur del Lago Classificado,87,2006,70.0,Italy,3.0,Trinitario,Venezuela,"2- B,S","long lasting, fruit",South America
Domori,Apurimac,87,2006,70.0,Italy,3.25,Trinitario,Peru,"2- B,S","floral, olive",South America
Domori,Carenero Superior,87,2006,70.0,Italy,3.5,Trinitario,Venezuela,"2- B,S","creamy, basic cocoa",South America
Dormouse,Non Pariel Estate,1880,2016,75.0,England,2.75,Trinitario,Grenada,"3- B,Sw,C","licorice, molasses, rubber",Caribbean
Dormouse,"Rio Caribe, Batch 7",1672,2015,70.0,England,2.5,Trinitario,Venezuela,"3- B,S,C","burnt rubber, molasses",South America
Dormouse,"Colombia, Batch 9",1676,2015,80.0,England,2.75,Criollo,Colombia,"3- B,S,C","bitter,molasses,marshmallow",South America
Dormouse,"Madagascar, Batch 8",1676,2015,77.0,England,2.75,Criollo,Madagascar,"3- B,S,C","fruity, molasses",Africa
Duffy's,"Rio Dulce, Xoco",1662,2015,70.0,England,4.0,Criollo,Guatemala,"4- B,S,C,L","intense, spicy, butterscotch",Central America
Duffy's,"Chuno, Xoco",1331,2014,70.0,England,3.5,Criollo,Nicaragua,"4- B,S,C,L","sandy, full bodied, spicy",Central America
Duffy's,"Rico Rugoso, Xoco",1331,2014,76.0,England,3.75,Criollo,Nicaragua,"4- B,S,C,L","black pepper, rich, intense",Central America
Duffy's,Ocumare,923,2012,72.0,England,3.75,missing,Venezuela,"3- B,S,C","creamy, nutty",South America
Duffy's,"Indio Rojo, Xoco",623,2011,72.0,England,3.75,Criollo,Honduras,"3- B,S,C","dried fruit, grapes, sour",Central America
Duffy's,Dominican Republic,661,2011,65.0,England,3.5,missing,Dominican Republic,"3- B,S,C","heavy roast, woody, berry",Caribbean
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72.0,England,3.0,missing,Panama,"3- B,S,C","licorice, leathery",Central America
Duffy's,"Nicaliso, Xoco",697,2011,71.0,England,3.25,Criollo,Nicaragua,"3- B,S,C","intense, almond, coffee",Central America
Duffy's,Ocumare,765,2011,71.0,England,3.5,missing,Venezuela,"3- B,S,C",intense cocoa,South America
Duffy's,Panama,516,2010,70.0,England,3.5,missing,Panama,"3- B,S,C",caramel and cocoa,Central America
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72.0,England,3.75,missing,Ecuador,"3- B,S,C","rich cocoa, fruity, strong floral",South America
Duffy's,Star of Ecuador,523,2010,70.0,England,2.5,missing,Ecuador,"3- B,S,C","chalky, bread, dirt",South America
Duffy's,Star of Peru,523,2010,70.0,England,3.75,missing,Peru,"3- B,S,C","dark forest berry, spice",South America
Dulcinea,Dominican Republic,1506,2015,70.0,United States of America,3.25,missing,Dominican Republic,Unknown,missing,Caribbean
Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,Unknown,"fatty, muted",Africa
Durand,Madagascar,841,2012,82.0,France,2.75,Trinitario,Madagascar,"4- B,S,C,L","uneven, smokey, hammy",Africa
Durci,"Maranon, Joya Rara",1626,2015,70.0,United States of America,3.5,Forastero,Peru,"3- B,S,C","sandy, orange, butterscotch",South America
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70.0,United States of America,3.5,Trinitario,Venezuela,"3- B,S,C","fatty, roasty, intense brownie",South America
Durci,Taino Secret,1630,2015,70.0,United States of America,3.25,missing,Dominican Republic,"3- B,S,C","dates, acidic, rich cocoa",Caribbean
Durci,"Carenero, Empyrean Sabor",1630,2015,70.0,United States of America,3.25,Trinitario,Venezuela,"3- B,S,C","cherry, earthy, tobacco",South America
Durci,Corona Arriba,1630,2015,70.0,United States of America,4.0,missing,Ecuador,"3- B,S,C",blackberry and cinnamon,South America
East Van Roasters,Peru,1343,2014,70.0,Canada,3.25,missing,Peru,Unknown,missing,South America
East Van Roasters,Madagascar,1343,2014,70.0,Canada,3.5,Trinitario,Madagascar,Unknown,missing,Africa
East Van Roasters,Dominican Republic,1343,2014,70.0,Canada,3.75,missing,Dominican Republic,Unknown,missing,Caribbean
Eau de Rose,Tumaco,1812,2016,70.0,Canada,3.25,missing,Colombia,"3- B,S,C","dried fruit, strong floral",South America
Eau de Rose,Arauca,1812,2016,70.0,Canada,3.25,missing,Colombia,"3- B,S,C","mild, dried fruit, chocolate",South America
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72.0,United States of America,2.75,Forastero,Peru,"3- B,S,C","buttery, burlap",South America
Edelmond,Porcelana,1876,2016,68.0,Germany,3.0,Criollo,Venezuela,"2- B,S","dry, gritty, cardboard, nutty",South America
El Ceibo,"Alto Beni, Covendo Region",709,2011,75.0,Bolivia,3.75,missing,Bolivia,"4- B,S,C,L","nutty, rich, red berry",South America
El Ceibo,Alto Beni,252,2008,71.0,Bolivia,2.75,missing,Bolivia,"4- B,S,C,L","lemon, tart, burnt, chemical",South America
El Rey,San Joaquin,1662,2015,70.0,Venezuela,3.75,missing,Venezuela,"5- B,S,C,V,L","spicy, caramel, vanilla",South America
El Rey,"Rio Caribe, Macuro",439,2009,70.0,Venezuela,3.0,Trinitario,Venezuela,"5- B,S,C,V,L","sandy,bold,cherry,peanut butter",South America
El Rey,"Carenero Superior, Apamate",206,2008,74.0,Venezuela,2.5,Criollo,Venezuela,"5- B,S,C,V,L","sandy, banana, sour",South America
El Rey,"Carenero Superior, Bucare",206,2008,58.0,Venezuela,2.5,Criollo,Venezuela,"5- B,S,C,V,L","gritty, sweet, banana, smoke",South America
El Rey,"Carenero Superior, Mijao",206,2008,61.0,Venezuela,3.0,Criollo,Venezuela,"5- B,S,C,V,L","muted, cherry, banana",South America
El Rey,"Carenero Superior, Gran Saman",32,2006,70.0,Venezuela,2.75,Criollo,Venezuela,"5- B,S,C,V,L","gritty, chalky, earthy, sour",South America
