Company,Bean_Origin_or_Bar_Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Bean_Type,Broad_Bean_Origin,Ingredients,Most_Memorable_Characteristics,country_code,latitude,longitude,continent
Cacao Hunters,Arauca,1434,2014,70.0,Colombia,3.25,missing,Colombia,"4- B,S,C,L","intense, spice",CO,4.570868,-74.297333,South America
Cacao Market,"Jutiapa, lot 050916D",1860,2016,70.0,United States of America,3.5,Trinitario,Honduras,"4- B,S,C,L","deep cocoa, fatty, dairy",HN,15.199999,-86.241905,Central America
Cacao Prieto,"Criollo, Dominican Republic",991,2012,72.0,United States of America,3.75,Criollo,Dominican Republic,"2- B,S","oily, cherry, rich cocoa",DO,18.735693,-70.162651,Caribbean
Cacao Prieto,"Dominican Republicm, rustic",641,2011,72.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","rustic, sweet, one dimensional",DO,18.735693,-70.162651,Caribbean
Cacao Prieto,Dominican Republic,641,2011,66.0,United States of America,3.75,missing,Dominican Republic,"2- B,S","creamy,blueberry,black pepper",DO,18.735693,-70.162651,Caribbean
Cacao Prieto,"Dominican Republic, rustic",647,2011,65.0,United States of America,3.25,missing,Dominican Republic,"2- B,S","rustic, gritty, sweet, fruit",DO,18.735693,-70.162651,Caribbean
Cacao Sampaka,"Mahali, Kasai",1908,2016,70.0,Spain,3.5,Criollo,Republic of Congo,"4- B,S,C,L","rich, cherries, acidic",CG,-0.228021,15.827659,Africa
Cacao Sampaka,Madagascar,508,2010,71.0,Spain,3.5,Trinitario,Madagascar,"4- B,S,C,L","creamy, earthy, dark roast",MG,-18.766947,46.869107,Africa
Cacao Sampaka,Ecuador,523,2010,71.0,Spain,3.75,missing,Ecuador,"4- B,S,C,L","creamy, mild spice, hazelnut",EC,-1.831239,-78.183406,South America
Cacao Sampaka,Papua,523,2010,71.0,Spain,4.0,missing,Papua New Guinea,"4- B,S,C,L","creamy, mild spice, cocoa",PG,-6.314993,143.95555,Oceania
Cacao Sampaka,Grenada,537,2010,71.0,Spain,3.25,Trinitario,Grenada,"4- B,S,C,L","silky, ""Andes"" mint, off nutty",GD,12.262776,-61.604171,Caribbean
Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,missing,Venezuela,"4- B,S,C,L","intense, roasty, rich cocoa",VE,6.42375,-66.58973,South America
Cacao Sampaka,Venezuela,537,2010,71.0,Spain,3.5,missing,Venezuela,"4- B,S,C,L","gritty, fudge-like, nutty",VE,6.42375,-66.58973,South America
Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,missing,Venezuela,"4- B,S,C,L","intense, roasty, rich cocoa",VE,6.42375,-66.58973,South America
Cacao Sampaka,Venezuela,537,2010,77.0,Spain,3.5,missing,Venezuela,"4- B,S,C,L","gritty, fudge-like, nutty",VE,6.42375,-66.58973,South America
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,70.0,Spain,4.0,Criollo,Mexico,"4- B,S,C,L",distinct lemon,MX,23.634501,-102.552784,North America
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,70.0,Spain,4.0,Criollo,Mexico,Unknown,missing,MX,23.634501,-102.552784,North America
Cacao Store,Madagascar,1684,2015,70.0,Japan,3.0,Trinitario,Madagascar,"2- B,S","sour milk, off, late tart",MG,-18.766947,46.869107,Africa
Cacao Store,Peru,1684,2015,70.0,Japan,3.25,missing,Peru,"2- B,S","dried fruit, sour, nutella",PE,-9.189967,-75.015152,South America
Cacao Store,Vietnam,1684,2015,70.0,Japan,3.5,Trinitario,Vietnam,"2- B,S","balanced, dairy, spicy",VN,14.058324,108.277199,Asia
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,70.0,Peru,3.25,missing,Peru,"2- B,S","gritty, molasses",PE,-9.189967,-75.015152,South America
Cacaoyere (Ecuatoriana),Amazonia,237,2008,63.0,Ecuador,3.5,Forastero,Ecuador,"4- B,S,C,L","sandy, sweet, bold citrus",EC,-1.831239,-78.183406,South America
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero,Ecuador,"4- B,S,C,L","grainy, intense, bitter",EC,-1.831239,-78.183406,South America
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,71.0,Ecuador,3.5,Forastero,Ecuador,"4- B,S,C,L","dry, spicy, fruity",EC,-1.831239,-78.183406,South America
Cacaoyere (Ecuatoriana),Bolivar,245,2008,82.0,Ecuador,2.5,Forastero,Ecuador,"4- B,S,C,L","cloying, fatty, bitter",EC,-1.831239,-78.183406,South America
Cacaoyere (Ecuatoriana),Pichincha,259,2008,91.0,Ecuador,1.5,Forastero,Ecuador,"4- B,S,C,L","klingy, hint of fruit, very bitter",EC,-1.831239,-78.183406,South America
Callebaut,Grenade,296,2008,60.0,Belgium,2.75,Trinitario,Grenada,Unknown,"sweet, metallic, vanilla",GD,12.262776,-61.604171,Caribbean
Callebaut,Baking,141,2007,70.0,Belgium,1.0,missing,Ecuador,Unknown,"bitter, cocoa",EC,-1.831239,-78.183406,South America
C-Amaro,Cuba,1442,2014,75.0,Italy,2.5,missing,Cuba,"2- B,S","intense, ashey, earthen",CU,21.521757,-77.781167,Caribbean
C-Amaro,Dominican Republic,1442,2014,72.0,Italy,3.0,missing,Dominican Republic,"2- B,S","intense, fatty, brownie",DO,18.735693,-70.162651,Caribbean
C-Amaro,"Lago di Como, Blu",1442,2014,70.0,Italy,3.5,Blend,Unknown,"2- B,S","oily surface, berry, cream",ZZ,0.00,0.00,Unknown
C-Amaro,Ecuador,1185,2013,100.0,Italy,3.5,missing,Ecuador,1- B,"fatty, controlled bitter, fruit",EC,-1.831239,-78.183406,South America
C-Amaro,Venezuela,809,2012,80.0,Italy,3.0,missing,Venezuela,"2- B,S","nutty, ashey, coffee",VE,6.42375,-66.58973,South America
C-Amaro,Sao Tome,749,2011,78.0,Italy,2.25,Forastero,Sao Tome & Principe,"2- B,S",burnt up front,ST,0.18636,6.613081,Africa
C-Amaro,Trinidad,765,2011,70.0,Italy,2.5,Trinitario,Trinidad Tobago,"2- B,S","burnt coffee, fatty",TT,10.691803,-61.222503,Caribbean
Cao,Porcelana,1804,2016,75.0,United States of America,2.5,Criollo,Venezuela,"3- B,S,C","nutty, burnt, fuel",VE,6.42375,-66.58973,South America
Cao,Tanzania,1804,2016,73.0,United States of America,2.75,missing,Tanzania,"3- B,S,C","sweet, acidic, fatty",TZ,-6.369028,34.888822,Africa
Cao,"Porcelana, Batch 5163",1804,2016,70.0,United States of America,3.0,Criollo,Venezuela,"3- B,S,C",strong nutty with off notes,VE,6.42375,-66.58973,South America
Cao,Bolivia,1808,2016,75.0,United States of America,3.0,missing,Bolivia,"3- B,S,C","sandy, bold, cherry",BO,-16.290154,-63.588653,South America
Cao,Brazil,1808,2016,70.0,United States of America,3.25,Trinitario,Brazil,"3- B,S,C","dairy, chocolate, mild fruit",BR,-14.235004,-51.92528,South America
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero,Ecuador,"4- B,S,C,L","grainy, intense, bitter",EC,-1.831239,-78.183406,South America
Caoni (Tulicorp),Esmeraldas,237,2008,77.0,Ecuador,2.0,Forastero,Ecuador,"4- B,S,C,L","dry, spicy, fruity",EC,-1.831239,-78.183406,South America
Caoni (Tulicorp),Manabi,237,2008,77.0,Ecuador,2.5,Forastero,Ecuador,"4- B,S,C,L","perfume, chemical off note",EC,-1.831239,-78.183406,South America
Caoni (Tulicorp),Los Rios,245,2008,77.0,Ecuador,2.75,Forastero,Ecuador,"4- B,S,C,L","crumbly, cinamon",EC,-1.831239,-78.183406,South America
Caoni (Tulicorp),Manabi,266,2008,55.0,Ecuador,3.0,Forastero,Ecuador,"4- B,S,C,L","sweet, floral, yogurt",EC,-1.831239,-78.183406,South America
Caoni (Tulicorp),Los Rios,269,2008,55.0,Ecuador,3.25,Forastero,Ecuador,"4- B,S,C,L","sticky, sweet, grassy",EC,-1.831239,-78.183406,South America
Caoni (Tulicorp),Esmeraldas,269,2008,55.0,Ecuador,3.5,Forastero,Ecuador,"4- B,S,C,L","sandy, sweet, spicy",EC,-1.831239,-78.183406,South America
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,70.0,New Zealand,3.5,Trinitario,Papua New Guinea,"3- B,S,C","mild smoke, melon",PG,-6.314993,143.95555,Oceania
Captain Pembleton,Kulili Estate,1263,2014,70.0,New Zealand,3.75,missing,Papua New Guinea,"3- B,S,C","tart, malt, mild smoke",PG,-6.314993,143.95555,Oceania
Caribeans,"Antigua, Special Reserve",1582,2015,72.0,Costa Rica,3.5,missing,Guatemala,"3- B,S,C","woody, spicy, tobacco",GT,15.783471,-90.230759,Central America
Caribeans,"Talamanca, Raul-Kekoldo community",1586,2015,72.0,Costa Rica,3.25,missing,Costa Rica,"2- B,S","floral, earthy, acidic",CR,9.748917,-83.753428,Central America
Caribeans,Anselmo Paraiso Estate,1586,2015,72.0,Costa Rica,3.5,missing,Costa Rica,"2- B,S","acidic, astringent, spicy",CR,9.748917,-83.753428,Central America
Caribeans,Costa Rica,841,2012,72.0,Costa Rica,3.0,Forastero,Costa Rica,"2- B,S","fatty, woody, coffee",CR,9.748917,-83.753428,Central America
Caribeans,Costa Rica,845,2012,80.0,Costa Rica,2.75,Forastero,Costa Rica,"2- B,S","fatty, fruit, muted",CR,9.748917,-83.753428,Central America
Carlotta Chocolat,Arauca,1884,2016,65.0,Colombia,3.0,Trinitario,Colombia,"3- B,S,C","sweet, marshmallow",CO,4.570868,-74.297333,South America
Carlotta Chocolat,Tumaco,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,"3- B,S,C","nutty, grain, late choco",CO,4.570868,-74.297333,South America
Carlotta Chocolat,Cordoba,1888,2016,65.0,Colombia,3.25,Trinitario,Colombia,"3- B,S,C","mild smoke, sweet edge",CO,4.570868,-74.297333,South America
Carlotta Chocolat,Huila,1888,2016,65.0,Colombia,3.5,Trinitario,Colombia,"3- B,S,C","overly sweet, mild spice",CO,4.570868,-74.297333,South America
Carlotta Chocolat,Cesar,1888,2016,65.0,Colombia,3.5,CCN51,Colombia,Unknown,missing,CO,4.570868,-74.297333,South America
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,72.0,United States of America,4.0,Trinitario,Belize,"3- B,S,C","bright fruit, molasses, nutty",BZ,17.189877,-88.49765,Caribbean
Castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,United States of America,3.5,Trinitario,Honduras,"3- B,S,C","roasty, black pepper, nutty",HN,15.199999,-86.241905,Central America
Castronovo,"Duarte, Batch 360",1570,2015,70.0,United States of America,3.75,Criollo,Dominican Republic,"3- B,S,C","med roast, grassy, dried fruit",DO,18.735693,-70.162651,Caribbean
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,72.0,United States of America,3.5,missing,Venezuela,"3- B,S,C","nutty, floral, roasty",VE,6.42375,-66.58973,South America
Castronovo,Sierra Nevada,1347,2014,72.0,United States of America,3.5,Criollo,Colombia,Unknown,missing,CO,4.570868,-74.297333,South America
Castronovo,Arauca,1371,2014,76.0,United States of America,3.5,Criollo,Colombia,Unknown,missing,CO,4.570868,-74.297333,South America
Castronovo,Elvesia P.,1407,2014,70.0,United States of America,2.75,Trinitario,Dominican Republic,"3- B,S,C","soapy, earthy",DO,18.735693,-70.162651,Caribbean
Castronovo,Bolivia,1101,2013,70.0,United States of America,3.0,Trinitario,Bolivia,Unknown,missing,BO,-16.290154,-63.588653,South America
Castronovo,Conacado,1101,2013,73.0,United States of America,3.5,Trinitario,Dominican Republic,Unknown,missing,DO,18.735693,-70.162651,Caribbean
Castronovo,San Martin,1105,2013,70.0,United States of America,2.5,Criollo,Peru,Unknown,missing,PE,-9.189967,-75.015152,South America
Castronovo,"Guaniamo, Amazonas",1105,2013,70.0,United States of America,3.25,missing,Venezuela,Unknown,missing,VE,6.42375,-66.58973,South America
Castronovo,Nicaragua,1109,2013,72.0,United States of America,3.25,Trinitario,Nicaragua,Unknown,missing,NI,12.865416,-85.207229,Central America
Castronovo,Tumbes,1153,2013,70.0,United States of America,2.75,Criollo,Peru,Unknown,missing,PE,-9.189967,-75.015152,South America
Castronovo,Guaniamo,1153,2013,72.0,United States of America,3.0,missing,Venezuela,Unknown,missing,VE,6.42375,-66.58973,South America
Cello,Ecuador,1247,2014,70.0,United States of America,2.5,missing,Ecuador,"3- B,S,C","burnt rubber, leather",EC,-1.831239,-78.183406,South America
Cello,Peru,1247,2014,70.0,United States of America,2.75,missing,Peru,"3- B,S,C","mild fruit, off notes",PE,-9.189967,-75.015152,South America
Cello,Venezuela,1251,2014,70.0,United States of America,2.75,missing,Venezuela,"3- B,S,C","nutty, roasty, smokey",VE,6.42375,-66.58973,South America
Cello,Bolivia,1251,2014,70.0,United States of America,3.0,missing,Bolivia,"3- B,S,C","creamy, woody, slight cherry",BO,-16.290154,-63.588653,South America
Cemoi,Equateur,404,2009,72.0,France,2.75,missing,Ecuador,Unknown,"sticky, mild mint, bitter",EC,-1.831239,-78.183406,South America
Chaleur B,Uganda,1426,2014,70.0,Canada,2.75,Forastero,Uganda,"3- B,S,C","sandy, roasty, coffee",UG,1.373333,32.290275,Africa
Charm School,Maya Mtn,1900,2016,70.0,United States of America,3.25,missing,Belize,"3- B,S,C","slightly metallic, woody, berry",BZ,17.189877,-88.49765,Caribbean
Chchukululu (Tulicorp),Arriba,486,2010,55.0,Ecuador,2.75,Forastero,Ecuador,"3- B,S,C","very sweet, very spicey",EC,-1.831239,-78.183406,South America
Chchukululu (Tulicorp),Los Rios,252,2008,75.0,Ecuador,3.0,Forastero,Ecuador,"3- B,S,C","dry, sandy, cocoa",EC,-1.831239,-78.183406,South America
Chequessett,la Amistad,1235,2014,70.0,United States of America,3.5,missing,Costa Rica,"3- B,S,C","green, leafy",CR,9.748917,-83.753428,Central America
Chloe Chocolat,Blend No. 1,672,2011,70.0,France,3.5,missing,Unknown,Unknown,"cocoa, subtle peanut butter",ZZ,0.00,0.00,Unknown
Chocablog,Ecuador,1454,2015,70.0,England,3.25,missing,Ecuador,"3- B,S,C","floral, earthy",EC,-1.831239,-78.183406,South America
Choco Del Sol,Maya Mountain w/ nibs,1407,2014,75.0,Germany,3.0,Trinitario,Belize,"2- B,S","bland, mild choco & leather",BZ,17.189877,-88.49765,Caribbean
Choco Del Sol,Maya Mountain,1407,2014,82.0,Germany,3.25,Trinitario,Belize,"2- B,S","powdery, bland, mild choco",BZ,17.189877,-88.49765,Caribbean
Choco Dong,"Mekong Delta, early 2014 Harvest",1696,2015,70.0,South Korea,2.75,Trinitario,Vietnam,"2- B,S","roasty, sour milk, off note",VN,14.058324,108.277199,Asia
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,70.0,South Korea,3.5,Trinitario,Malaysia,"2- B,S","high roast, banana raspberry",MY,4.210484,101.975766,Asia
Chocolarder,Peru,1482,2015,65.0,England,2.5,Criollo,Peru,Unknown,missing,PE,-9.189967,-75.015152,South America
Chocolarder,Peru + nibs,1482,2015,65.0,England,2.75,Criollo,Peru,Unknown,missing,PE,-9.189967,-75.015152,South America
Chocolarder,Dominican Republic,1514,2015,80.0,England,2.5,missing,Dominican Republic,Unknown,missing,DO,18.735693,-70.162651,Caribbean
Chocola'te,Madagascar,647,2011,70.0,United States of America,3.75,Trinitario,Madagascar,"2- B,S","mild, fruity then nutty",MG,-18.766947,46.869107,Africa
Chocola'te,Venezuela,647,2011,68.0,United States of America,3.75,missing,Venezuela,"2- B,S","mild, earthy, grassy",VE,6.42375,-66.58973,South America
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,90.0,United States of America,2.5,missing,Peru,"2- B,Sw","sticky, bitter, molasses, tart",PE,-9.189967,-75.015152,South America
Chocolate Alchemist-Philly,"Philly Blend, 5 plantations",1772,2016,80.0,United States of America,2.5,missing,Unknown,"2- B,Sw","sticky, coconut, sour, bitter",ZZ,0.00,0.00,Unknown
Chocolate Con Amor,Wild Bolivian,1760,2016,70.0,United States of America,2.5,missing,Bolivia,"2- B,S","gritty, molasses, earthy",BO,-16.290154,-63.588653,South America
Chocolate Con Amor,Uganda,1760,2016,70.0,United States of America,2.75,missing,Uganda,"2- B,S","roasty, cocoa, molasses",UG,1.373333,32.290275,Africa
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","sandy, rich, roasty, earthy",DO,18.735693,-70.162651,Caribbean
Chocolate Con Amor,Dominican Republic,1764,2016,60.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","gritty, sweet, molasses",DO,18.735693,-70.162651,Caribbean
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","sandy, rich, roasty, earthy",DO,18.735693,-70.162651,Caribbean
Chocolate Con Amor,Dominican Republic,1764,2016,75.0,United States of America,3.0,missing,Dominican Republic,"2- B,S","gritty, sweet, molasses",DO,18.735693,-70.162651,Caribbean
Chocolate Con Amor,Ocumare,1764,2016,80.0,United States of America,3.0,Criollo,Venezuela,"2- B,S","gritty, nutty, caramel",VE,6.42375,-66.58973,South America
Chocolate Con Amor,Ecuador,1764,2016,70.0,United States of America,3.25,missing,Ecuador,"2- B,S","molasses, tart, floral",EC,-1.831239,-78.183406,South America
Chocolate Con Amor,Nicaragua,1768,2016,80.0,United States of America,2.75,missing,Nicaragua,"2- B,S","nutty, roasty, bitter",NI,12.865416,-85.207229,Central America
Chocolate Conspiracy,Peru,1259,2014,74.0,United States of America,2.75,missing,Peru,"3- B,Sw,C","unrefined, odd, vegetal",PE,-9.189967,-75.015152,South America
Chocolate Makers,Tres Hombres,1530,2015,75.0,Netherlands,3.25,Trinitario,Dominican Republic,"3- B,S,C","earthy, coffee, mild, tang",DO,18.735693,-70.162651,Caribbean
Chocolate Makers,"Congo, Gorilla bar",1530,2015,68.0,Netherlands,3.5,Forastero,Republic of Congo,"3- B,S,C","bold, rich cocoa, coffee",CG,-0.228021,15.827659,Africa
Chocolate Makers,"Peru, Awagum bar",1530,2015,80.0,Netherlands,3.75,Criollo,Peru,"3- B,S,C","nuts, coffee, peanut butter",PE,-9.189967,-75.015152,South America
"Chocolate Tree, The",Maranon,1582,2015,69.0,Scotland,3.75,Forastero,Peru,"3- B,S,C","floral, orange, cocoa",PE,-9.189967,-75.015152,South America
"Chocolate Tree, The",Carenero Superior,1582,2015,80.0,Scotland,3.75,Trinitario,Venezuela,"2- B,S","mild bitter, fruit, spice",VE,6.42375,-66.58973,South America
"Chocolate Tree, The",Peru,1121,2013,70.0,Scotland,3.75,Forastero,Peru,"2- B,S","intense orange, floral notes",PE,-9.189967,-75.015152,South America
"Chocolate Tree, The",Ecuador,919,2012,82.0,Scotland,2.5,Forastero,Ecuador,"3- B,S,C","sandy, fruity, burnt",EC,-1.831239,-78.183406,South America
"Chocolate Tree, The",Peru,919,2012,68.0,Scotland,2.75,Criollo,Peru,"3- B,S,C","sandy, sweet, cocoa",PE,-9.189967,-75.015152,South America
"Chocolate Tree, The",Madagascar,919,2012,72.0,Scotland,3.25,Criollo,Madagascar,"3- B,S,C","tart, bright fruit, sour coffee",MG,-18.766947,46.869107,Africa
Chocolats Privilege,Xoconusco,1219,2014,70.0,Canada,2.5,Criollo,Mexico,"4- B,S,C,V","fatty, vanilla, mass market",MX,23.634501,-102.552784,North America
ChocoReko,Patanemo,1454,2015,77.0,Japan,3.0,Criollo,Venezuela,Unknown,"coarse, vegetal, nibby",VE,6.42375,-66.58973,South America
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65.0,Canada,3.25,missing,Mexico,Unknown,"rustic,sweet, brownie, banana",MX,23.634501,-102.552784,North America
Chocovic,Xoconusco,478,2010,71.0,Spain,3.25,Criollo,Mexico,"4- B,S,C,L","earthy, sweet",MX,23.634501,-102.552784,North America
Chocovic,Sambirano,478,2010,71.0,Spain,3.5,Trinitario,Madagascar,"4- B,S,C,L","spicey, cocoa",MG,-18.766947,46.869107,Africa
Chocovic,Kendari,439,2009,60.0,Spain,3.25,missing,Unknown,"4- B,S,C,L","chewy, fudge-like, perfume",ZZ,0.00,0.00,Unknown
Chocovic,Tarakan,439,2009,75.0,Spain,3.25,missing,Unknown,"4- B,S,C,L","oily, grassy, minty",ZZ,0.00,0.00,Unknown
Chocovic,Ocumare,209,2008,71.0,Spain,3.5,Criollo,Venezuela,"4- B,S,C,L","long lasting, cocoa base",VE,6.42375,-66.58973,South America
Chocovic,"Bolivar, Guaranda",117,2007,71.0,Spain,2.5,Forastero,Ecuador,"4- B,S,C,L","earthy, floral, mild bitter",EC,-1.831239,-78.183406,South America
Chocovic,Guyave,117,2007,71.0,Spain,2.5,Trinitario,Grenada,"4- B,S,C,L","sweet, cardboard",GD,12.262776,-61.604171,Caribbean
Chocovic,Maragda,117,2007,70.0,Spain,3.0,Blend,Unknown,"4- B,S,C,L","sweet, marshmallow",ZZ,0.00,0.00,Unknown
Chocovivo,Tabasco,1522,2015,65.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","gritty, mild bitter, off notes",MX,23.634501,-102.552784,North America
Chocovivo,Tabasco,1522,2015,65.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","coarse, sweet, sour, leathery",MX,23.634501,-102.552784,North America
Chocovivo,Tabasco,1522,2015,75.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","gritty, mild bitter, off notes",MX,23.634501,-102.552784,North America
Chocovivo,Tabasco,1522,2015,75.0,United States of America,2.5,Trinitario,Mexico,"2- B,S","coarse, sweet, sour, leathery",MX,23.634501,-102.552784,North America
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,"4- B,S,C,V","dry, ashey, medicinal",VE,6.42375,-66.58973,South America
Choklat,Ocumare,377,2009,80.0,Canada,2.5,Criollo,Venezuela,"4- B,S,C,V","slow, fatty, subdued, nutty",VE,6.42375,-66.58973,South America
Choklat,"Porcelana, Tabasco",377,2009,70.0,Canada,2.75,Criollo,Mexico,"4- B,S,C,V","fatty, cigarette butt, coffee",MX,23.634501,-102.552784,North America
Choklat,Brazilian,377,2009,70.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","roasty, tart, slight burnt",BR,-14.235004,-51.92528,South America
Choklat,Brazilian,377,2009,70.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","oily, muted, fruity",BR,-14.235004,-51.92528,South America
Choklat,Brazilian,377,2009,80.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","roasty, tart, slight burnt",BR,-14.235004,-51.92528,South America
Choklat,Brazilian,377,2009,80.0,Canada,3.0,missing,Brazil,"4- B,S,C,V","oily, muted, fruity",BR,-14.235004,-51.92528,South America
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,"4- B,S,C,V","dry, ashey, medicinal",VE,6.42375,-66.58973,South America
Choklat,Ocumare,377,2009,70.0,Canada,3.0,Criollo,Venezuela,"4- B,S,C,V","slow, fatty, subdued, nutty",VE,6.42375,-66.58973,South America
Chokolat Elot (Girard),Guadeloupe,1149,2013,42.0,Martinique,2.75,missing,Martinique,"4- B,S,V,L","gritty, sweet, hot cocoa",MQ,14.641528,-61.024174,Caribbean
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75.0,Canada,3.25,missing,Mexico,"3- B,S,C","grainy, sweet, whole bean",MX,23.634501,-102.552784,North America
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68.0,Canada,3.75,Forastero,Peru,Unknown,"oily, citrus, orange",PE,-9.189967,-75.015152,South America
Chuao Chocolatier,Choroni,445,2009,61.0,United States of America,3.0,Criollo,Venezuela,"5- B,S,C,V,L","sweet, peanut butter",VE,6.42375,-66.58973,South America
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States of America,2.75,Trinitario,Venezuela,"3- B,S,C","red berry, bitter, roasty, sour",VE,6.42375,-66.58973,South America
Chuao Chocolatier (Pralus),Chuao,486,2010,77.0,United States of America,2.75,Trinitario,Venezuela,"4- B,S,C,L","nutty, red berry, rich",VE,6.42375,-66.58973,South America
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80.0,Sao Tome,3.0,Forastero,Sao Tome & Principe,"3- B,S,C","bitter, light lime, sour",ST,0.18636,6.613081,Africa
Claudio Corallo,Terreiro Velho P.,227,2008,75.0,Sao Tome,4.0,Forastero,Sao Tome & Principe,Unknown,missing,ST,0.18636,6.613081,Africa
Claudio Corallo,Principe,252,2008,100.0,Sao Tome,1.0,Forastero,Sao Tome & Principe,Unknown,missing,ST,0.18636,6.613081,Africa
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73.0,United States of America,3.5,missing,Ecuador,Unknown,missing,EC,-1.831239,-78.183406,South America
Coleman & Davis,Sambirano,1646,2015,75.0,United States of America,3.0,Trinitario,Madagascar,"4- B,S,C,V","berry, spices, smoke",MG,-18.766947,46.869107,Africa
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70.0,Argentina,3.25,missing,Venezuela,Unknown,cocoa then roasted nut,VE,6.42375,-66.58973,South America
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80.0,Argentina,2.75,Trinitario,Venezuela,Unknown,"very sour, mildly bitter",VE,6.42375,-66.58973,South America
Compania de Chocolate (Salgado),Moxos,292,2008,72.0,Argentina,3.25,missing,Bolivia,Unknown,"dry, coffee, sour",BO,-16.290154,-63.588653,South America
Compania de Chocolate (Salgado),Ocumare,292,2008,70.0,Argentina,3.75,Criollo,Venezuela,Unknown,"minty, nutty, nutmeg",VE,6.42375,-66.58973,South America
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88.0,Argentina,2.75,Forastero,Ecuador,Unknown,"slightly burnt, mildly bitter",EC,-1.831239,-78.183406,South America
Condor,Camino Verde,1630,2015,76.0,United States of America,3.5,missing,Ecuador,"2- B,S","bold, roasty, sticky, brownie",EC,-1.831239,-78.183406,South America
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78.0,United States of America,2.75,Trinitario,Vietnam,"2- B,S","woody, nutty, off sour note",VN,14.058324,108.277199,Asia
Coppeneur,"Ecuador, Puristique",1169,2013,65.0,Germany,3.25,Forastero,Ecuador,"4- B,S,C,L","oily, fragrant, spciy",EC,-1.831239,-78.183406,South America
Coppeneur,Ghana Puristique,813,2012,85.0,Germany,3.5,Forastero,Ghana,"3- B,S,C","silky, minty",GH,7.946527,-1.023194,Africa
Coppeneur,Ecuador Puristique,817,2012,100.0,Germany,1.5,missing,Ecuador,Unknown,high intensity bitter,EC,-1.831239,-78.183406,South America
Coppeneur,Uba Budo,821,2012,72.0,Germany,3.75,Forastero,Sao Tome & Principe,Unknown,missing,ST,0.18636,6.613081,Africa
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,"3- B,S,C","sandy, sweet, tart red berry",MG,-18.766947,46.869107,Africa
Coppeneur,Madagascar,959,2012,70.0,Germany,3.5,Trinitario,Madagascar,"3- B,S,C","gritty, sticky, candied",MG,-18.766947,46.869107,Africa
Coppeneur,Grenada,470,2010,72.0,Germany,3.25,Trinitario,Grenada,"3- B,S,C",coffee and cocoa,GD,12.262776,-61.604171,Caribbean
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,"3- B,S,C","fruity, bland",VE,6.42375,-66.58973,South America
Coppeneur,Chuao,478,2010,70.0,Germany,3.0,Trinitario,Venezuela,"5- B,S,C,V,L","strong vanilla, nutty, spicey",VE,6.42375,-66.58973,South America
Coppeneur,"Los Rios, H. Iara",558,2010,72.0,Germany,2.5,Nacional,Ecuador,"3- B,S,C","harsh aroma, melon floral,off",EC,-1.831239,-78.183406,South America
